stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
191,L3,M3-2,Attente_Materiel,2024-01-12 08:15:01.240844,2024-01-12 08:58:01.240844,43,Attente_Materiel sur M3-2,OP9,True
192,L1,M1-1,Panne_Electrique,2024-01-13 15:35:01.240844,2024-01-13 16:37:01.240844,62,Panne_Electrique sur M1-1,OP1,True
193,L1,M1-2,Changement_Format,2024-01-13 13:33:01.240844,2024-01-13 14:45:01.240844,72,Changement_Format sur M1-2,OP3,True
194,L1,M1-1,Attente_Operateur,2024-01-13 07:17:01.240844,2024-01-13 07:25:01.240844,8,Attente_Operateur sur M1-1,OP6,True
195,L1,M1-2,Probleme_Qualite,2024-01-13 11:11:01.240844,2024-01-13 12:41:01.240844,90,Probleme_Qualite sur M1-2,OP5,True
196,L1,M1-2,Nettoyage,2024-01-13 12:16:01.240844,2024-01-13 12:40:01.240844,24,Nettoyage sur M1-2,OP9,True
197,L1,M1-3,Changement_Format,2024-01-13 08:15:01.240844,2024-01-13 10:00:01.240844,105,Changement_Format sur M1-3,OP1,True
198,L1,M1-1,Panne_Electrique,2024-01-13 04:49:01.240844,2024-01-13 05:56:01.240844,67,Panne_Electrique sur M1-1,OP9,True
199,L1,M1-3,Attente_Materiel,2024-01-13 13:06:01.240844,2024-01-13 13:54:01.240844,48,Attente_Materiel sur M1-3,OP9,True
200,L1,M1-3,Bourrage,2024-01-13 10:15:01.240844,2024-01-13 10:37:01.240844,22,Bourrage sur M1-3,OP5,True
201,L1,M1-1,Panne_Electrique,2024-01-13 06:01:01.240844,2024-01-13 06:35:01.240844,34,Panne_Electrique sur M1-1,OP1,True
202,L1,M1-3,Panne_Electrique,2024-01-13 14:54:01.240844,2024-01-13 15:24:01.240844,30,Panne_Electrique sur M1-3,OP5,True
203,L1,M1-2,Probleme_Qualite,2024-01-13 10:32:01.240844,2024-01-13 12:04:01.240844,92,Probleme_Qualite sur M1-2,OP8,True
204,L1,M1-3,Changement_Format,2024-01-13 05:53:01.240844,2024-01-13 06:57:01.240844,64,Changement_Format sur M1-3,OP3,True
205,L1,M1-3,Bourrage,2024-01-13 04:38:01.240844,2024-01-13 04:54:01.240844,16,Bourrage sur M1-3,OP12,True
206,L2,M2-2,Reglage,2024-01-13 14:45:01.240844,2024-01-13 15:05:01.240844,20,Reglage sur M2-2,OP8,True
207,L2,M2-1,Maintenance_Preventive,2024-01-13 16:08:01.240844,2024-01-13 19:09:01.240844,181,Maintenance_Preventive sur M2-1,OP13,True
208,L2,M2-3,Attente_Operateur,2024-01-13 11:45:01.240844,2024-01-13 11:52:01.240844,7,Attente_Operateur sur M2-3,OP4,True
209,L2,M2-4,Bourrage,2024-01-13 07:50:01.240844,2024-01-13 07:56:01.240844,6,Bourrage sur M2-4,OP2,True
210,L2,M2-1,Attente_Operateur,2024-01-13 12:36:01.240844,2024-01-13 12:59:01.240844,23,Attente_Operateur sur M2-1,OP13,True
211,L2,M2-1,Reglage,2024-01-13 07:16:01.240844,2024-01-13 07:32:01.240844,16,Reglage sur M2-1,OP13,True
212,L3,M3-1,Changement_Format,2024-01-13 09:09:01.240844,2024-01-13 09:45:01.240844,36,Changement_Format sur M3-1,OP13,True
213,L3,M3-1,Panne_Electrique,2024-01-13 05:42:01.240844,2024-01-13 05:58:01.240844,16,Panne_Electrique sur M3-1,OP7,True
214,L3,M3-1,Panne_Mecanique,2024-01-13 15:55:01.240844,2024-01-13 17:16:01.240844,81,Panne_Mecanique sur M3-1,OP14,True
215,L3,M3-2,Nettoyage,2024-01-13 18:40:01.240844,2024-01-13 19:01:01.240844,21,Nettoyage sur M3-2,OP4,True
216,L3,M3-1,Panne_Mecanique,2024-01-13 05:08:01.240844,2024-01-13 07:48:01.240844,160,Panne_Mecanique sur M3-1,OP5,True
217,L3,M3-1,Nettoyage,2024-01-13 15:14:01.240844,2024-01-13 15:39:01.240844,25,Nettoyage sur M3-1,OP6,True
218,L3,M3-2,Changement_Format,2024-01-13 16:41:01.240844,2024-01-13 17:22:01.240844,41,Changement_Format sur M3-2,OP4,True
219,L3,M3-2,Panne_Electrique,2024-01-13 12:40:01.240844,2024-01-13 12:50:01.240844,10,Panne_Electrique sur M3-2,OP11,True
220,L1,M1-3,Reglage,2024-01-16 09:02:01.240844,2024-01-16 09:28:01.240844,26,Reglage sur M1-3,OP14,True
221,L1,M1-1,Nettoyage,2024-01-16 18:11:01.240844,2024-01-16 18:29:01.240844,18,Nettoyage sur M1-1,OP9,True
222,L1,M1-1,Attente_Operateur,2024-01-16 14:26:01.240844,2024-01-16 14:51:01.240844,25,Attente_Operateur sur M1-1,OP2,True
223,L1,M1-1,Panne_Mecanique,2024-01-16 08:45:01.240844,2024-01-16 09:14:01.240844,29,Panne_Mecanique sur M1-1,OP4,True
224,L1,M1-1,Panne_Mecanique,2024-01-16 10:43:01.240844,2024-01-16 11:26:01.240844,43,Panne_Mecanique sur M1-1,OP1,True
225,L1,M1-3,Changement_Format,2024-01-16 18:55:01.240844,2024-01-16 19:45:01.240844,50,Changement_Format sur M1-3,OP14,True
226,L1,M1-3,Reglage,2024-01-16 12:59:01.240844,2024-01-16 13:25:01.240844,26,Reglage sur M1-3,OP13,True
227,L1,M1-1,Changement_Format,2024-01-16 10:03:01.240844,2024-01-16 11:58:01.240844,115,Changement_Format sur M1-1,OP10,True
228,L1,M1-1,Reglage,2024-01-16 17:11:01.240844,2024-01-16 17:34:01.240844,23,Reglage sur M1-1,OP1,True
229,L2,M2-3,Panne_Mecanique,2024-01-16 17:02:01.240844,2024-01-16 18:04:01.240844,62,Panne_Mecanique sur M2-3,OP6,True
230,L2,M2-4,Reglage,2024-01-16 19:07:01.240844,2024-01-16 19:34:01.240844,27,Reglage sur M2-4,OP14,True
231,L2,M2-3,Maintenance_Preventive,2024-01-16 18:32:01.240844,2024-01-16 22:25:01.240844,233,Maintenance_Preventive sur M2-3,OP6,True
232,L2,M2-4,Panne_Electrique,2024-01-16 09:24:01.240844,2024-01-16 09:38:01.240844,14,Panne_Electrique sur M2-4,OP8,True
233,L2,M2-4,Probleme_Qualite,2024-01-16 07:07:01.240844,2024-01-16 07:27:01.240844,20,Probleme_Qualite sur M2-4,OP11,True
234,L3,M3-2,Nettoyage,2024-01-16 07:46:01.240844,2024-01-16 08:03:01.240844,17,Nettoyage sur M3-2,OP1,True
235,L3,M3-2,Panne_Mecanique,2024-01-16 07:33:01.240844,2024-01-16 09:17:01.240844,104,Panne_Mecanique sur M3-2,OP11,True
236,L3,M3-1,Probleme_Qualite,2024-01-16 06:20:01.240844,2024-01-16 08:06:01.240844,106,Probleme_Qualite sur M3-1,OP14,True
237,L3,M3-2,Nettoyage,2024-01-16 10:44:01.240844,2024-01-16 11:15:01.240844,31,Nettoyage sur M3-2,OP5,True
238,L3,M3-1,Reglage,2024-01-16 19:17:01.240844,2024-01-16 19:36:01.240844,19,Reglage sur M3-1,OP3,True
239,L3,M3-1,Attente_Materiel,2024-01-16 05:41:01.240844,2024-01-16 06:04:01.240844,23,Attente_Materiel sur M3-1,OP4,True
240,L3,M3-2,Attente_Materiel,2024-01-16 08:20:01.240844,2024-01-16 09:02:01.240844,42,Attente_Materiel sur M3-2,OP5,True
241,L3,M3-1,Panne_Mecanique,2024-01-16 06:35:01.240844,2024-01-16 09:11:01.240844,156,Panne_Mecanique sur M3-1,OP9,True
242,L3,M3-2,Nettoyage,2024-01-16 17:33:01.240844,2024-01-16 18:03:01.240844,30,Nettoyage sur M3-2,OP14,True
243,L3,M3-1,Attente_Operateur,2024-01-16 19:12:01.240844,2024-01-16 19:38:01.240844,26,Attente_Operateur sur M3-1,OP3,True
244,L1,M1-3,Maintenance_Preventive,2024-01-17 15:13:01.240844,2024-01-17 18:33:01.240844,200,Maintenance_Preventive sur M1-3,OP2,True
245,L1,M1-3,Panne_Electrique,2024-01-17 12:37:01.240844,2024-01-17 13:58:01.240844,81,Panne_Electrique sur M1-3,OP11,True
246,L1,M1-3,Reglage,2024-01-17 05:06:01.240844,2024-01-17 05:25:01.240844,19,Reglage sur M1-3,OP9,True
247,L2,M2-2,Changement_Format,2024-01-17 07:36:01.240844,2024-01-17 09:27:01.240844,111,Changement_Format sur M2-2,OP14,True
248,L2,M2-3,Bourrage,2024-01-17 07:56:01.240844,2024-01-17 08:17:01.240844,21,Bourrage sur M2-3,OP8,True
249,L2,M2-1,Bourrage,2024-01-17 14:53:01.240844,2024-01-17 15:09:01.240844,16,Bourrage sur M2-1,OP14,True
250,L2,M2-2,Attente_Operateur,2024-01-17 05:14:01.240844,2024-01-17 05:29:01.240844,15,Attente_Operateur sur M2-2,OP9,True
251,L2,M2-2,Probleme_Qualite,2024-01-17 18:23:01.240844,2024-01-17 18:39:01.240844,16,Probleme_Qualite sur M2-2,OP10,True
252,L2,M2-2,Nettoyage,2024-01-17 11:47:01.240844,2024-01-17 12:08:01.240844,21,Nettoyage sur M2-2,OP5,True
253,L2,M2-3,Nettoyage,2024-01-17 10:06:01.240844,2024-01-17 10:26:01.240844,20,Nettoyage sur M2-3,OP7,True
254,L2,M2-3,Probleme_Qualite,2024-01-17 06:37:01.240844,2024-01-17 08:15:01.240844,98,Probleme_Qualite sur M2-3,OP11,True
255,L2,M2-4,Attente_Materiel,2024-01-17 19:29:01.240844,2024-01-17 20:26:01.240844,57,Attente_Materiel sur M2-4,OP3,True
256,L2,M2-1,Maintenance_Preventive,2024-01-17 19:56:01.240844,2024-01-17 22:13:01.240844,137,Maintenance_Preventive sur M2-1,OP8,True
257,L2,M2-4,Reglage,2024-01-17 07:16:01.240844,2024-01-17 07:42:01.240844,26,Reglage sur M2-4,OP7,True
258,L3,M3-1,Panne_Electrique,2024-01-17 04:53:01.240844,2024-01-17 05:13:01.240844,20,Panne_Electrique sur M3-1,OP10,True
259,L3,M3-2,Bourrage,2024-01-17 11:22:01.240844,2024-01-17 11:39:01.240844,17,Bourrage sur M3-2,OP9,True
260,L3,M3-1,Attente_Materiel,2024-01-17 13:10:01.240844,2024-01-17 13:55:01.240844,45,Attente_Materiel sur M3-1,OP6,True
261,L3,M3-1,Changement_Format,2024-01-17 04:40:01.240844,2024-01-17 06:20:01.240844,100,Changement_Format sur M3-1,OP5,True
262,L3,M3-2,Nettoyage,2024-01-17 18:50:01.240844,2024-01-17 19:25:01.240844,35,Nettoyage sur M3-2,OP10,True
263,L3,M3-1,Panne_Electrique,2024-01-17 13:45:01.240844,2024-01-17 14:41:01.240844,56,Panne_Electrique sur M3-1,OP9,True
264,L3,M3-2,Attente_Materiel,2024-01-17 11:35:01.240844,2024-01-17 11:54:01.240844,19,Attente_Materiel sur M3-2,OP11,True
265,L1,M1-3,Maintenance_Preventive,2024-01-18 07:48:01.240844,2024-01-18 08:48:01.240844,60,Maintenance_Preventive sur M1-3,OP11,True
266,L1,M1-2,Panne_Electrique,2024-01-18 07:58:01.240844,2024-01-18 08:17:01.240844,19,Panne_Electrique sur M1-2,OP12,True
267,L1,M1-3,Nettoyage,2024-01-18 08:21:01.240844,2024-01-18 09:04:01.240844,43,Nettoyage sur M1-3,OP13,True
268,L1,M1-3,Panne_Mecanique,2024-01-18 05:14:01.240844,2024-01-18 08:04:01.240844,170,Panne_Mecanique sur M1-3,OP14,True
269,L1,M1-2,Nettoyage,2024-01-18 06:36:01.240844,2024-01-18 07:08:01.240844,32,Nettoyage sur M1-2,OP8,True
270,L1,M1-3,Panne_Electrique,2024-01-18 16:21:01.240844,2024-01-18 17:30:01.240844,69,Panne_Electrique sur M1-3,OP10,True
271,L2,M2-2,Bourrage,2024-01-18 20:10:01.240844,2024-01-18 20:29:01.240844,19,Bourrage sur M2-2,OP14,True
272,L2,M2-3,Changement_Format,2024-01-18 15:47:01.240844,2024-01-18 16:17:01.240844,30,Changement_Format sur M2-3,OP13,True
273,L2,M2-1,Probleme_Qualite,2024-01-18 05:30:01.240844,2024-01-18 06:21:01.240844,51,Probleme_Qualite sur M2-1,OP13,True
274,L2,M2-3,Panne_Mecanique,2024-01-18 13:48:01.240844,2024-01-18 14:57:01.240844,69,Panne_Mecanique sur M2-3,OP3,True
275,L2,M2-1,Bourrage,2024-01-18 18:12:01.240844,2024-01-18 18:29:01.240844,17,Bourrage sur M2-1,OP3,True
276,L2,M2-1,Maintenance_Preventive,2024-01-18 13:56:01.240844,2024-01-18 15:58:01.240844,122,Maintenance_Preventive sur M2-1,OP5,True
277,L3,M3-2,Attente_Operateur,2024-01-18 08:08:01.240844,2024-01-18 08:24:01.240844,16,Attente_Operateur sur M3-2,OP8,True
278,L3,M3-2,Nettoyage,2024-01-18 10:53:01.240844,2024-01-18 11:36:01.240844,43,Nettoyage sur M3-2,OP8,True
279,L3,M3-1,Panne_Electrique,2024-01-18 17:39:01.240844,2024-01-18 18:31:01.240844,52,Panne_Electrique sur M3-1,OP10,True
280,L3,M3-1,Attente_Materiel,2024-01-18 06:57:01.240844,2024-01-18 07:25:01.240844,28,Attente_Materiel sur M3-1,OP13,True
281,L3,M3-1,Nettoyage,2024-01-18 11:29:01.240844,2024-01-18 12:04:01.240844,35,Nettoyage sur M3-1,OP14,True
282,L1,M1-3,Panne_Electrique,2024-01-19 14:43:01.240844,2024-01-19 15:27:01.240844,44,Panne_Electrique sur M1-3,OP8,True
283,L1,M1-2,Panne_Mecanique,2024-01-19 11:34:01.240844,2024-01-19 12:10:01.240844,36,Panne_Mecanique sur M1-2,OP5,True
284,L1,M1-1,Maintenance_Preventive,2024-01-19 16:16:01.240844,2024-01-19 18:58:01.240844,162,Maintenance_Preventive sur M1-1,OP12,True
285,L1,M1-1,Attente_Operateur,2024-01-19 08:20:01.240844,2024-01-19 08:27:01.240844,7,Attente_Operateur sur M1-1,OP6,True
286,L1,M1-1,Changement_Format,2024-01-19 07:58:01.240844,2024-01-19 09:50:01.240844,112,Changement_Format sur M1-1,OP12,True
287,L1,M1-1,Attente_Operateur,2024-01-19 19:19:01.240844,2024-01-19 19:46:01.240844,27,Attente_Operateur sur M1-1,OP10,True
288,L2,M2-2,Attente_Materiel,2024-01-19 04:47:01.240844,2024-01-19 05:04:01.240844,17,Attente_Materiel sur M2-2,OP6,True
289,L2,M2-1,Panne_Electrique,2024-01-19 15:37:01.240844,2024-01-19 16:44:01.240844,67,Panne_Electrique sur M2-1,OP11,True
290,L2,M2-2,Probleme_Qualite,2024-01-19 18:49:01.240844,2024-01-19 20:18:01.240844,89,Probleme_Qualite sur M2-2,OP5,True
291,L2,M2-2,Probleme_Qualite,2024-01-19 07:47:01.240844,2024-01-19 08:04:01.240844,17,Probleme_Qualite sur M2-2,OP8,True
292,L2,M2-3,Panne_Mecanique,2024-01-19 05:07:01.240844,2024-01-19 05:44:01.240844,37,Panne_Mecanique sur M2-3,OP14,True
293,L2,M2-4,Nettoyage,2024-01-19 10:57:01.240844,2024-01-19 11:28:01.240844,31,Nettoyage sur M2-4,OP6,True
294,L2,M2-2,Changement_Format,2024-01-19 12:55:01.240844,2024-01-19 13:43:01.240844,48,Changement_Format sur M2-2,OP12,True
295,L2,M2-3,Changement_Format,2024-01-19 12:14:01.240844,2024-01-19 13:06:01.240844,52,Changement_Format sur M2-3,OP11,True
296,L2,M2-4,Maintenance_Preventive,2024-01-19 07:53:01.240844,2024-01-19 11:20:01.240844,207,Maintenance_Preventive sur M2-4,OP6,True
297,L2,M2-3,Bourrage,2024-01-19 08:44:01.240844,2024-01-19 08:59:01.240844,15,Bourrage sur M2-3,OP13,True
298,L2,M2-2,Probleme_Qualite,2024-01-19 04:26:01.240844,2024-01-19 04:51:01.240844,25,Probleme_Qualite sur M2-2,OP3,True
299,L3,M3-1,Panne_Mecanique,2024-01-19 09:44:01.240844,2024-01-19 11:11:01.240844,87,Panne_Mecanique sur M3-1,OP5,True
300,L3,M3-2,Changement_Format,2024-01-19 04:36:01.240844,2024-01-19 06:11:01.240844,95,Changement_Format sur M3-2,OP8,True
301,L3,M3-1,Bourrage,2024-01-19 05:38:01.240844,2024-01-19 06:00:01.240844,22,Bourrage sur M3-1,OP4,True
302,L3,M3-2,Nettoyage,2024-01-19 09:47:01.240844,2024-01-19 10:30:01.240844,43,Nettoyage sur M3-2,OP10,True
303,L3,M3-2,Reglage,2024-01-19 14:47:01.240844,2024-01-19 15:11:01.240844,24,Reglage sur M3-2,OP1,True
304,L3,M3-2,Maintenance_Preventive,2024-01-19 17:01:01.240844,2024-01-19 19:28:01.240844,147,Maintenance_Preventive sur M3-2,OP13,True
305,L3,M3-2,Changement_Format,2024-01-19 05:20:01.240844,2024-01-19 06:30:01.240844,70,Changement_Format sur M3-2,OP4,True
306,L3,M3-1,Probleme_Qualite,2024-01-19 16:27:01.240844,2024-01-19 17:20:01.240844,53,Probleme_Qualite sur M3-1,OP13,True
307,L1,M1-2,Panne_Electrique,2024-01-20 06:05:01.240844,2024-01-20 07:23:01.240844,78,Panne_Electrique sur M1-2,OP5,True
308,L1,M1-1,Probleme_Qualite,2024-01-20 07:19:01.240844,2024-01-20 07:56:01.240844,37,Probleme_Qualite sur M1-1,OP10,True
309,L1,M1-1,Attente_Operateur,2024-01-20 16:56:01.240844,2024-01-20 17:11:01.240844,15,Attente_Operateur sur M1-1,OP14,True
310,L1,M1-2,Bourrage,2024-01-20 12:17:01.240844,2024-01-20 12:40:01.240844,23,Bourrage sur M1-2,OP2,True
311,L2,M2-4,Attente_Materiel,2024-01-20 13:39:01.240844,2024-01-20 14:31:01.240844,52,Attente_Materiel sur M2-4,OP2,True
312,L2,M2-4,Probleme_Qualite,2024-01-20 09:08:01.240844,2024-01-20 10:51:01.240844,103,Probleme_Qualite sur M2-4,OP5,True
313,L2,M2-3,Bourrage,2024-01-20 15:21:01.240844,2024-01-20 15:41:01.240844,20,Bourrage sur M2-3,OP6,True
314,L2,M2-4,Maintenance_Preventive,2024-01-20 16:13:01.240844,2024-01-20 17:41:01.240844,88,Maintenance_Preventive sur M2-4,OP7,True
315,L2,M2-2,Bourrage,2024-01-20 10:31:01.240844,2024-01-20 10:36:01.240844,5,Bourrage sur M2-2,OP2,True
316,L2,M2-1,Nettoyage,2024-01-20 10:55:01.240844,2024-01-20 11:25:01.240844,30,Nettoyage sur M2-1,OP1,True
317,L2,M2-4,Maintenance_Preventive,2024-01-20 05:13:01.240844,2024-01-20 09:10:01.240844,237,Maintenance_Preventive sur M2-4,OP5,True
318,L2,M2-4,Reglage,2024-01-20 06:35:01.240844,2024-01-20 06:59:01.240844,24,Reglage sur M2-4,OP4,True
319,L2,M2-1,Attente_Materiel,2024-01-20 12:49:01.240844,2024-01-20 13:20:01.240844,31,Attente_Materiel sur M2-1,OP1,True
320,L3,M3-1,Attente_Operateur,2024-01-20 12:03:01.240844,2024-01-20 12:16:01.240844,13,Attente_Operateur sur M3-1,OP10,True
321,L3,M3-1,Attente_Operateur,2024-01-20 16:58:01.240844,2024-01-20 17:17:01.240844,19,Attente_Operateur sur M3-1,OP12,True
322,L3,M3-1,Panne_Electrique,2024-01-20 06:48:01.240844,2024-01-20 07:57:01.240844,69,Panne_Electrique sur M3-1,OP9,True
323,L3,M3-1,Panne_Electrique,2024-01-20 14:53:01.240844,2024-01-20 16:17:01.240844,84,Panne_Electrique sur M3-1,OP8,True
324,L3,M3-2,Panne_Mecanique,2024-01-20 05:24:01.240844,2024-01-20 08:22:01.240844,178,Panne_Mecanique sur M3-2,OP10,True
325,L3,M3-1,Changement_Format,2024-01-20 15:19:01.240844,2024-01-20 17:08:01.240844,109,Changement_Format sur M3-1,OP9,True
326,L3,M3-2,Maintenance_Preventive,2024-01-20 17:17:01.240844,2024-01-20 18:58:01.240844,101,Maintenance_Preventive sur M3-2,OP2,True
327,L3,M3-2,Maintenance_Preventive,2024-01-20 12:45:01.240844,2024-01-20 15:38:01.240844,173,Maintenance_Preventive sur M3-2,OP1,True
328,L3,M3-2,Bourrage,2024-01-20 05:53:01.240844,2024-01-20 06:16:01.240844,23,Bourrage sur M3-2,OP10,True
329,L3,M3-1,Panne_Electrique,2024-01-20 06:40:01.240844,2024-01-20 07:37:01.240844,57,Panne_Electrique sur M3-1,OP11,True
330,L3,M3-2,Changement_Format,2024-01-20 19:22:01.240844,2024-01-20 20:12:01.240844,50,Changement_Format sur M3-2,OP9,True
331,L1,M1-2,Bourrage,2024-01-23 19:53:01.240844,2024-01-23 20:05:01.240844,12,Bourrage sur M1-2,OP8,True
332,L1,M1-1,Attente_Operateur,2024-01-23 10:00:01.240844,2024-01-23 10:08:01.240844,8,Attente_Operateur sur M1-1,OP6,True
333,L1,M1-1,Bourrage,2024-01-23 11:31:01.240844,2024-01-23 11:49:01.240844,18,Bourrage sur M1-1,OP3,True
334,L1,M1-2,Maintenance_Preventive,2024-01-23 15:30:01.240844,2024-01-23 19:19:01.240844,229,Maintenance_Preventive sur M1-2,OP3,True
335,L1,M1-3,Reglage,2024-01-23 08:15:01.240844,2024-01-23 08:44:01.240844,29,Reglage sur M1-3,OP14,True
336,L1,M1-2,Bourrage,2024-01-23 19:01:01.240844,2024-01-23 19:18:01.240844,17,Bourrage sur M1-2,OP3,True
337,L2,M2-4,Nettoyage,2024-01-23 05:02:01.240844,2024-01-23 05:43:01.240844,41,Nettoyage sur M2-4,OP12,True
338,L2,M2-3,Panne_Electrique,2024-01-23 08:45:01.240844,2024-01-23 09:55:01.240844,70,Panne_Electrique sur M2-3,OP3,True
339,L2,M2-2,Reglage,2024-01-23 06:22:01.240844,2024-01-23 06:31:01.240844,9,Reglage sur M2-2,OP1,True
340,L2,M2-3,Nettoyage,2024-01-23 13:05:01.240844,2024-01-23 13:32:01.240844,27,Nettoyage sur M2-3,OP12,True
341,L2,M2-2,Probleme_Qualite,2024-01-23 15:30:01.240844,2024-01-23 17:06:01.240844,96,Probleme_Qualite sur M2-2,OP9,True
342,L2,M2-4,Nettoyage,2024-01-23 09:53:01.240844,2024-01-23 10:18:01.240844,25,Nettoyage sur M2-4,OP4,True
343,L2,M2-3,Probleme_Qualite,2024-01-23 09:47:01.240844,2024-01-23 11:20:01.240844,93,Probleme_Qualite sur M2-3,OP14,True
344,L2,M2-2,Attente_Materiel,2024-01-23 15:32:01.240844,2024-01-23 16:06:01.240844,34,Attente_Materiel sur M2-2,OP2,True
345,L2,M2-4,Nettoyage,2024-01-23 13:33:01.240844,2024-01-23 14:06:01.240844,33,Nettoyage sur M2-4,OP2,True
346,L2,M2-1,Attente_Operateur,2024-01-23 14:34:01.240844,2024-01-23 14:52:01.240844,18,Attente_Operateur sur M2-1,OP14,True
347,L3,M3-1,Nettoyage,2024-01-23 09:57:01.240844,2024-01-23 10:15:01.240844,18,Nettoyage sur M3-1,OP4,True
348,L1,M1-2,Probleme_Qualite,2024-01-24 13:38:01.240844,2024-01-24 15:00:01.240844,82,Probleme_Qualite sur M1-2,OP2,True
349,L1,M1-1,Probleme_Qualite,2024-01-24 05:26:01.240844,2024-01-24 05:44:01.240844,18,Probleme_Qualite sur M1-1,OP6,True
350,L1,M1-3,Nettoyage,2024-01-24 18:57:01.240844,2024-01-24 19:24:01.240844,27,Nettoyage sur M1-3,OP3,True
351,L1,M1-3,Reglage,2024-01-24 09:31:01.240844,2024-01-24 09:58:01.240844,27,Reglage sur M1-3,OP4,True
352,L1,M1-1,Attente_Operateur,2024-01-24 04:37:01.240844,2024-01-24 05:04:01.240844,27,Attente_Operateur sur M1-1,OP14,True
353,L1,M1-2,Changement_Format,2024-01-24 13:16:01.240844,2024-01-24 14:36:01.240844,80,Changement_Format sur M1-2,OP10,True
354,L1,M1-3,Attente_Operateur,2024-01-24 08:00:01.240844,2024-01-24 08:16:01.240844,16,Attente_Operateur sur M1-3,OP5,True
355,L2,M2-1,Panne_Electrique,2024-01-24 06:34:01.240844,2024-01-24 07:22:01.240844,48,Panne_Electrique sur M2-1,OP3,True
356,L2,M2-1,Panne_Electrique,2024-01-24 17:39:01.240844,2024-01-24 18:52:01.240844,73,Panne_Electrique sur M2-1,OP8,True
357,L2,M2-2,Reglage,2024-01-24 20:10:01.240844,2024-01-24 20:33:01.240844,23,Reglage sur M2-2,OP4,True
358,L2,M2-4,Attente_Materiel,2024-01-24 04:32:01.240844,2024-01-24 05:16:01.240844,44,Attente_Materiel sur M2-4,OP13,True
359,L2,M2-1,Probleme_Qualite,2024-01-24 18:18:01.240844,2024-01-24 20:02:01.240844,104,Probleme_Qualite sur M2-1,OP2,True
360,L2,M2-2,Attente_Operateur,2024-01-24 17:56:01.240844,2024-01-24 18:18:01.240844,22,Attente_Operateur sur M2-2,OP14,True
361,L2,M2-1,Reglage,2024-01-24 13:39:01.240844,2024-01-24 14:07:01.240844,28,Reglage sur M2-1,OP10,True
362,L2,M2-2,Maintenance_Preventive,2024-01-24 10:58:01.240844,2024-01-24 12:05:01.240844,67,Maintenance_Preventive sur M2-2,OP6,True
363,L2,M2-2,Reglage,2024-01-24 08:57:01.240844,2024-01-24 09:23:01.240844,26,Reglage sur M2-2,OP1,True
364,L2,M2-3,Probleme_Qualite,2024-01-24 10:36:01.240844,2024-01-24 11:19:01.240844,43,Probleme_Qualite sur M2-3,OP10,True
365,L2,M2-4,Bourrage,2024-01-24 13:23:01.240844,2024-01-24 13:28:01.240844,5,Bourrage sur M2-4,OP6,True
366,L3,M3-2,Maintenance_Preventive,2024-01-24 12:57:01.240844,2024-01-24 16:47:01.240844,230,Maintenance_Preventive sur M3-2,OP4,True
367,L3,M3-1,Probleme_Qualite,2024-01-24 14:15:01.240844,2024-01-24 14:27:01.240844,12,Probleme_Qualite sur M3-1,OP13,True
368,L3,M3-1,Maintenance_Preventive,2024-01-24 11:52:01.240844,2024-01-24 14:31:01.240844,159,Maintenance_Preventive sur M3-1,OP8,True
369,L3,M3-1,Panne_Electrique,2024-01-24 07:06:01.240844,2024-01-24 08:18:01.240844,72,Panne_Electrique sur M3-1,OP9,True
370,L3,M3-2,Bourrage,2024-01-24 17:43:01.240844,2024-01-24 17:50:01.240844,7,Bourrage sur M3-2,OP10,True
371,L1,M1-1,Probleme_Qualite,2024-01-25 06:00:01.240844,2024-01-25 07:54:01.240844,114,Probleme_Qualite sur M1-1,OP6,True
372,L1,M1-2,Probleme_Qualite,2024-01-25 15:32:01.240844,2024-01-25 16:31:01.240844,59,Probleme_Qualite sur M1-2,OP14,True
373,L1,M1-2,Changement_Format,2024-01-25 09:59:01.240844,2024-01-25 11:00:01.240844,61,Changement_Format sur M1-2,OP4,True
374,L1,M1-1,Reglage,2024-01-25 19:20:01.240844,2024-01-25 19:46:01.240844,26,Reglage sur M1-1,OP11,True
375,L1,M1-3,Maintenance_Preventive,2024-01-25 07:11:01.240844,2024-01-25 09:39:01.240844,148,Maintenance_Preventive sur M1-3,OP3,True
376,L1,M1-1,Panne_Mecanique,2024-01-25 06:17:01.240844,2024-01-25 07:37:01.240844,80,Panne_Mecanique sur M1-1,OP12,True
377,L1,M1-3,Probleme_Qualite,2024-01-25 06:24:01.240844,2024-01-25 08:23:01.240844,119,Probleme_Qualite sur M1-3,OP11,True
378,L1,M1-3,Nettoyage,2024-01-25 15:07:01.240844,2024-01-25 15:44:01.240844,37,Nettoyage sur M1-3,OP5,True
379,L2,M2-1,Nettoyage,2024-01-25 13:31:01.240844,2024-01-25 14:08:01.240844,37,Nettoyage sur M2-1,OP9,True
380,L2,M2-3,Maintenance_Preventive,2024-01-25 18:48:01.240844,2024-01-25 20:06:01.240844,78,Maintenance_Preventive sur M2-3,OP3,True
381,L2,M2-3,Reglage,2024-01-25 06:14:01.240844,2024-01-25 06:30:01.240844,16,Reglage sur M2-3,OP9,True
